encoder,variant,seed,t_start,n_ddim_steps,guidance_w,cossim_h1,cossim_h2,cossim_h3,cossim_h4,mse_h1,z_hat_norm_ratio
vq_track,conditioned,1,400,5,1.0,0.9944248815417883,0.9921725432048712,0.99044780446102,0.9890625871488321,0.0011580052532422012,0.9992295680012675
vq_track,conditioned,1,600,5,1.0,0.9928890896318671,0.9906559275577684,0.9889795402249499,0.9876342790332265,0.0014142518837990015,1.0007146455968348
vq_track,conditioned,1,800,5,1.0,0.9850806514150785,0.9827559732119301,0.9811898242241563,0.9799569737627445,0.002759153499421125,1.008179349324887
vq_track,conditioned,1,980,5,1.0,0.9256813174619251,0.9249237554718767,0.9253006431972394,0.9247307116573071,0.027417635924263092,0.8733088886943449
vq_track,conditioned,2,0,5,1.0,0.9952554261031066,0.9928975510936005,0.9910730072263643,0.9896178188348613,0.001025742386782435,0.9988483174798215
vq_track,conditioned,2,40,5,1.0,0.9941976483533866,0.9918541465656501,0.9900378586071666,0.9885846384558473,0.0011726720158913343,0.9991697870342561
vq_track,conditioned,2,100,5,1.0,0.9898564918913686,0.9875564216181545,0.9857767256099506,0.9843457551608779,0.001784609994021129,1.0005438218714229
vq_track,conditioned,2,200,5,1.0,0.9949629333631251,0.992716818635458,0.9909174838702295,0.9894968945506226,0.0010746062968168934,0.9984223288292817
vq_track,conditioned,2,400,5,1.0,0.9943598134642181,0.992185166410512,0.990400126024814,0.9889781773805311,0.0011705934659710757,0.9986572331832526
vq_track,conditioned,2,600,5,1.0,0.9927559631032288,0.9906624482333121,0.9889035025169146,0.9874272815502313,0.001431593671784803,0.9994872872993813
vq_track,conditioned,2,800,5,1.0,0.9845698459228921,0.9826144556164148,0.9809530095918567,0.9790780932772619,0.002793238085285063,1.0052890638739485
vq_track,conditioned,2,980,5,1.0,0.9247165841135861,0.9249135323788632,0.9240328811107691,0.9238380647537167,0.027552136238770942,0.8703679452349101
clip_b32,conditioned,0,noise,5,1.0,0.8918177781894344,0.8867709372267554,0.8836745399239979,0.8814567175930464,0.04296374048203818,0.9264605407755928
clip_b32,conditioned,0,noise,10,1.0,0.8785886150331246,0.872110833891161,0.8681198439709835,0.8657176279454109,0.0500759184855468,0.977928325512822
clip_b32,conditioned,0,noise,20,1.0,0.817137042938024,0.8093925844943266,0.8051967328710955,0.8035208657562656,0.08850406487284165,1.0819189316543858
clip_b32,conditioned,0,noise,50,1.0,0.6248307841403565,0.6161819520659234,0.6137162810609138,0.6129775454712477,0.3483015063240599,1.5167081349947633
clip_b32,conditioned,0,noise,100,1.0,0.42834969995910116,0.42102421128589257,0.4206336754057807,0.41917850214917185,1.2590540033971545,2.4354330383244585
clip_b32,conditioned,0,noise,200,1.0,0.2584269136976857,0.25342666973023203,0.254365281659225,0.25191739028308374,4.873244326940474,4.463653260688075
clip_b32,conditioned,1,noise,5,1.0,0.894714815147162,0.8909028104847924,0.8870783276301861,0.885059023017834,0.04293570672042433,0.9258295324803544
clip_b32,conditioned,1,noise,10,1.0,0.881174643291805,0.8765826326473368,0.8713054259251484,0.8692782828455416,0.05009463726979249,0.9736406637289682
clip_b32,conditioned,1,noise,20,1.0,0.8200704226482396,0.8159131347352144,0.8089393296130009,0.8080267806756231,0.08842182696184608,1.0737501148286814
clip_b32,conditioned,1,noise,50,1.0,0.6261710057643138,0.6246926595769172,0.6161211903936904,0.6178786648575902,0.34979782572617985,1.4971780384194888
clip_b32,conditioned,1,noise,100,1.0,0.4300794082278364,0.4296560218840601,0.4219740265562737,0.4254657575005776,1.2639373593454455,2.3960038359042493
clip_b32,conditioned,1,noise,200,1.0,0.25986461301508984,0.25919967622505297,0.2530600497986166,0.2576781829183536,4.89744191399402,4.386460901398829
clip_b32,conditioned,2,noise,5,1.0,0.8904563247728533,0.8862305243619365,0.8834293454879983,0.8808538961683302,0.04377348936886602,0.922850392033903
clip_b32,conditioned,2,noise,10,1.0,0.8756430992496742,0.8702649941719817,0.8670579734643153,0.8633062655161526,0.05126752160884155,0.9692111270944422
clip_b32,conditioned,2,noise,20,1.0,0.811946355014033,0.8061038973059111,0.8033363150811147,0.7980175218935888,0.08985871779432507,1.0681739414125684
clip_b32,conditioned,2,noise,50,1.0,0.6158882580377185,0.6117055797559305,0.6100247635307249,0.6033213556109814,0.34865872308675117,1.4968489658588646
clip_b32,conditioned,2,noise,100,1.0,0.41996842923035016,0.4186510616484813,0.41720603545844104,0.41172917519664604,1.252162122400864,2.4073318823400336
clip_b32,conditioned,2,noise,200,1.0,0.25120310881059094,0.25230523285599166,0.25101915789961615,0.24778689060468123,4.843247152646324,4.420372679154278
dino_vits14,conditioned,0,noise,5,1.0,0.7806143604932533,0.7681440165791262,0.7563742584662148,0.7488886975212541,2.2841281795836084,0.8328321347787838
dino_vits14,conditioned,0,noise,10,1.0,0.7570665433059696,0.7441770458907785,0.7296920958689865,0.7225185675162586,2.742607441923455,0.9457369190418938
dino_vits14,conditioned,0,noise,20,1.0,0.6624774873025701,0.6513917855746545,0.63577251641991,0.6312468050590497,5.155851849508276,1.158267357928541
dino_vits14,conditioned,0,noise,50,1.0,0.44701941019055763,0.439721287165781,0.42670260744575295,0.42679466068755656,21.78170925604283,1.943659108935277
dino_vits14,conditioned,0,noise,100,1.0,0.28271241952713444,0.27786803417131895,0.2686202171918408,0.27013440316047677,80.50237040318208,3.4463127154631485
dino_vits14,conditioned,0,noise,200,1.0,0.16225798954095189,0.15900400816063354,0.15308919624332837,0.15446798738506717,314.514008148413,6.608063436844624
dino_vits14,conditioned,1,noise,5,1.0,0.7755852671297829,0.7631543848122545,0.752433152453093,0.74354664094555,2.338047249331688,0.834088137234186
dino_vits14,conditioned,1,noise,10,1.0,0.7507595506447403,0.7379613472628272,0.725548009455347,0.7159681346588501,2.824812417981545,0.9488290932503157
dino_vits14,conditioned,1,noise,20,1.0,0.6538788552080975,0.6427099224737505,0.6300913569099637,0.6219099340106227,5.296274148927313,1.1620895425617368
dino_vits14,conditioned,1,noise,50,1.0,0.4380307450112348,0.42939295876969885,0.4198273195730274,0.41571038867917354,22.05407877033499,1.9491537596869002
dino_vits14,conditioned,1,noise,100,1.0,0.27391940664378317,0.2667619133593962,0.2611129079319978,0.25985467308538607,81.11116462872243,3.4552968017147783
dino_vits14,conditioned,1,noise,200,1.0,0.15511033085796486,0.1492584447707609,0.1472236822838932,0.147324121840921,316.5699448699022,6.630204541578267
dino_vits14,conditioned,2,noise,5,1.0,0.7756121540931917,0.762651351968132,0.7524837635390146,0.7440572320853989,2.333460883650751,0.8327676111636961
dino_vits14,conditioned,2,noise,10,1.0,0.7525165693019452,0.7382762681560161,0.7271890905999372,0.7175620445621742,2.801512055609098,0.9475635645550571
dino_vits14,conditioned,2,noise,20,1.0,0.6579564684628341,0.6445381965644247,0.6343882578856656,0.6250667188369518,5.2743298477254505,1.1647481711785392
dino_vits14,conditioned,2,noise,50,1.0,0.4464233076029058,0.43721385300434434,0.4290144628738429,0.4226003408563997,22.137026966839045,1.9562088826136383
dino_vits14,conditioned,2,noise,100,1.0,0.283755212147796,0.27851801874189275,0.2718670467187347,0.26859589348113894,81.59220383611195,3.4621029821690654
dino_vits14,conditioned,2,noise,200,1.0,0.1634830911125638,0.16129002084501512,0.15628236861087272,0.15529149325269245,318.3206058832349,6.627728490632863
vjepa2_rep1,conditioned,0,noise,5,1.0,0.9529283751990879,0.9512305125074427,0.9500240143605057,0.9490548433204224,0.27229849010579454,0.9612248408257497
vjepa2_rep1,conditioned,0,noise,10,1.0,0.9448363379284693,0.9421973938562703,0.940662847231358,0.9392429477813433,0.3221847548610633,0.98137446679639
vjepa2_rep1,conditioned,0,noise,20,1.0,0.9059387597018754,0.9020698682521405,0.9006836252868956,0.898886079254967,0.5935050857355287,1.0312372221253785
vjepa2_rep1,conditioned,0,noise,50,1.0,0.7452427972658773,0.740100779289644,0.7396266984420413,0.737722594308158,2.4608474931366704,1.2798342761521007
vjepa2_rep1,conditioned,0,noise,100,1.0,0.5375922879382548,0.5327681808767338,0.5327971955246757,0.5314146106281411,8.890627534214829,1.8669701583150944
vjepa2_rep1,conditioned,0,noise,200,1.0,0.3290126608359151,0.32502722999754374,0.3253564862752669,0.3246695512686077,34.135363114014346,3.2416452674777148
vjepa2_rep1,conditioned,1,noise,5,1.0,0.9573297270067197,0.9559407766552995,0.9548081508706165,0.9539254915892451,0.2693017858226133,0.9663006391263904
vjepa2_rep1,conditioned,1,noise,10,1.0,0.9500086035185534,0.947982145380899,0.9465007785502164,0.9452481098248964,0.3189818101915668,0.9849900157914887
vjepa2_rep1,conditioned,1,noise,20,1.0,0.9142985438086226,0.9115023453707711,0.9100100124293664,0.9086414829218249,0.5910969903315537,1.031195267822258
vjepa2_rep1,conditioned,1,noise,50,1.0,0.7640001086164475,0.7594357406241711,0.7588120513482384,0.7578775511828048,2.4749271092236227,1.2639711172788044
vjepa2_rep1,conditioned,1,noise,100,1.0,0.5632780475971949,0.5570265197472327,0.5574764963400982,0.5567849031298071,9.006330417957576,1.8193318152467526
vjepa2_rep1,conditioned,1,noise,200,1.0,0.35424860581015943,0.3482072080143001,0.3490449632967414,0.3485810955108851,34.73539902552795,3.129819538332558
vjepa2_rep1,conditioned,2,noise,5,1.0,0.9515091093027805,0.9498707478634654,0.9485327887301912,0.9474242957101622,0.2771495469581335,0.9588282535776952
vjepa2_rep1,conditioned,2,noise,10,1.0,0.9435022343214774,0.941149965558331,0.9391557538964735,0.9378266194623914,0.3265444153150216,0.9803421647919234
